Unnamed: 0,question,answer,num_answer,long_answer
1206,"Sam invested $10,000 and earned 20% interest compounded for 3 years. He then invested more until he had three times as much invested. The next year, he got a 15% return on his investment. How much money does he have now?",59616,59616,"After one year, Sam had $10,000 * 1.2 = $<<10000*1.2=12000>>12,000.
After two years, he had $12,000 * 1.2 = $<<12000*1.2=14400>>14,400.
After the third year, he had $14,400 * 1.2 = $<<14400*1.2=17280>>17,280.
He then invested more money until he had 3 * $17,280 = $<<3*17280=51840>>51,840.
The first year after that, he had $51,840 * 1.15 = $<<51840*1.15=59616>>59,616.
#### 59,616"
1258,Jean has three times as much money as Jane. They have a combined total of $76. How much money does Jean have?,57,57,"Let's assume the total amount of money that Jane has is m.
Since Jean has 3 times as much money as Jane, he has 3*m=3m
Combined, Jean and Jane have a total of m+3m = $76
This evaluates to 4m=$76
The total amount of money that Jane has, represented by m, is m=$76/4
Jane has m=$<<19=19>>19
Since Jean has three times as much money as Jane, Jean has 3*$19=$57
#### 57"
629,"An elementary school teacher is making Halloween goodie bags for her class.  She wants the bags to be personalized, so she surveys her students asking whether they'd like a vampire-themed bag or a pumpkin-themed bag.  Of her 25 students, 11 indicate they want the vampire-themed bag and 14 indicate they want the pumpkin-themed bag.  The store the teacher shops at sells packs of 5 of each theme at a price of $3 per package, as well as individual bags of each theme at a price of $1 each.  What is the least amount of money the teacher can spend on the bags if she buys every student the theme they requested?",17,17,"Because it is cheaper to buy the packs of 5, the teacher should satisfy the 11 students who want the vampire theme with 2 packs of 5 and 1 individual bag. This will cost the teacher 2*3 + 1*1 = $<<2*3+1*1=7>>7.
Similarly, the 14 students who want a pumpkin-themed bag can be satisfied by 2 packs of 5 and 4 individual bags at a cost of 2*3 + 4*1 = $<<2*3+4*1=10>>10.
Therefore, the teacher must spend 7 + 10 = $<<7+10=17>>17.
#### 17"
925,To make 3 liters of ketchup Ashley needs 69 kg of tomatoes.  How many kilos of tomatoes does Ashley need to make 5 liters of ketchup?,115,115,"One liter of ketchup is made from 69 kg / 3 liters = <<69/3=23>>23 kg/liter of tomatoes.
Ashley needs 23 kg/liter * 5 liters = <<23*5=115>>115 kg of tomatoes.
#### 115"
2274,"Sean and Sierra invited 200 guests to their wedding.  If 83% of the guests RSVP with a Yes response and 9% of the guests RSVP with a No response, how many guests did not respond at all?",16,16,"Yes RSVP responses are 200 x 83% = <<200*83*.01=166>>166 guests.
No RSVP responses are 200 x 9% = <<200*9*.01=18>>18 guests.
Guests who responded are 166 + 18 = <<166+18=184>>184.
Guests who did not respond at all are 200 - 184 = <<200-184=16>>16.
#### 16"
80,Ellie has found an old bicycle in a field and thinks it just needs some oil to work well again.  She needs 10ml of oil to fix each wheel and will need another 5ml of oil to fix the rest of the bike. How much oil does she need in total to fix the bike?,25,25,"Ellie needs 2 wheels * 10ml of oil per wheel = <<2*10=20>>20ml of oil.
To fix the rest of the bike as well, she needs 20 + 5 = <<20+5=25>>25ml of oil.
#### 25"
3180,"Laura took six trips to park.  On each trip, she spent 2 hours at the park and an additinal 30 minutes walking to and from the park.  What percentage of the total time she took for her trips to the park did Laura spend in the park?",80,80,"During 6 days, Laura would spend 2 * 6 = <<2*6=12>>12 hours in the park.
If it takes 30 minutes (or 0.5 of an hour) walking to and from the park, then for the six trips, it would take her an additional 0.5 * 6 = <<0.5*6=3>>3 hours to walk to and from the park.
In total, she would spend a total of 12 + 3 = <<12+3=15>>15 hours on her six trips.
So, the fraction of time spent in the park would be 12 / 15 = <<12/15=0.8>>0.8.
Thus, converting fraction to percentage, Laura spent 0.8 * 100% = 80% of her trip time at the park.
#### 80"
4295,"On a monthly basis, Esperanza pays $600 in rent, 3/5 as much money on food as she pays on rent and her mortgage bill costs three times the amount of money she spends on food. If she saves $2000 and also pays the equivalent of 2/5 of her savings in taxes, calculate her gross monthly salary.",4840,4840,"Esperanza pays 3/5* $600 = $<<3/5*600=360>>360 on food.
She also spends 3*$360 = $<<3*360=1080>>1080 on mortgage bills.
Her expenses in taxes amount to 2/5*$2000 = $<<2/5*2000=800>>800
Esperanza's total monthly expenses are $800 on taxes + $1080 on mortgage bills + $360 on food + $600 on rent = $<<800+1080+360+600=2840>>2840
Her gross salary is $2840 for expenses + $2000 on savings = $<<2840+2000=4840>>4840
#### 4840"
636,Tabitha and her friends were excited to go to the Christmas parade because they knew candy would be thrown to the crowd from the floats.  Tabitha caught 22 pieces of candy.  Stan caught 13 pieces.  Julie caught half the amount of candy as Tabitha caught and Carlos caught twice as much candy as Stan.  How many pieces in total did the friends catch?,72,72,"Julie caught half the amount of Tabitha's 22 pieces so 22/2 = <<22/2=11>>11 pieces of candy caught by Julie
Carlos caught twice the amount of candy as Stan's 13 pieces so 2 * 13 = <<2*13=26>>26 pieces of candy caught by Carlos
All together, Tabitha caught 22 pieces, Stan had 13, Julie had 11 and Carlos had 26, so there were a total of 22+13+11+26 = <<22+13+11+26=72>>72 pieces of candy
#### 72"
4956,"Jenna catches an eel that's 1/3 as long as Bill's. If the combined length of their eels is 64 inches, how long is Jenna's eel?",16,16,"Let j be the length of Jenna's eel and b be the length of Bill's eel. We know that b = 3j and b + j = 64.
Substituting the first equation into the second equation, we get 3j + j = 64
Combining like terms, we get 4j = 64
Dividing both sides by 4, we get j = 16
#### 16"
2877,Twenty people pre-bought plane tickets at a price of $155 per ticket. Thirty people bought their plane tickets at the gate and they each paid $200 for their ticket. How many more dollars did the people at the gate pay for their tickets than those passengers that pre-bought their tickets?,2900,2900,"Pre-bought: 20 people * $155 = $<<20*155=3100>>3100
Gate bought: 30 people * $200 = $<<30*200=6000>>6000
$6000 - $3100 = $<<6000-3100=2900>>2900
The passengers that paid at the gate paid $2900 more dollars than those who pre-bought their tickets.
#### 2900"
3465,"In a single day, it rained for many hours. From 2pm to 4pm, it rained at a rate of 4 inches per hour.  From 4pm to 7pm, it rained at a rate of 3 inches per hour.  And from 7pm to 9pm, it rained at a rate of 0.5 inches per hour.  If the rain gauge started out the day already containing 2 inches of rainwater, how many inches of water will the gauge contain at 9pm?",20,20,"From 2pm to 4pm is 4-2=2 hours.
Thus, from 2-4pm, raining at 4 inches per hour, it added 8 inches to the rain gauge.
From 4pm to 7pm is 7-4=<<7-4=3>>3 hours.
Thus, from 4-7pm, raining at a rate of 3 inches per hour, it added 3*3=<<3*3=9>>9 inches to the rain gauge.
From 7pm to 9pm is 9-7=<<9-7=2>>2 hours.
Thus, from 7-9pm, raining at a rate of 0.5 inches per hour, it added 2*0.5=1 inch to the gauge.
If the gauge originally contained 2 inches of water, by 9pm the gauge contained 2+8+9+1=<<2+8+9+1=20>>20 inches of water.
#### 20"
891,"The price of buying a wooden toy at the new Craftee And Best store is $20, and the cost of buying a hat is $10. If Kendra went to the shop with a $100 bill and bought two wooden toys and three hats, calculate the change she received.",30,30,"When Kendra bought 2 toys, she paid 2*$20 = $<<2*20=40>>40
Since the price of a hat is $10, when Kendra bought 3 hats, she paid 3*$10 = $<<3*10=30>>30
The total costs for the hats and wooden toys Kendra bought is $40+$30 = $<<40+30=70>>70
From the $100 bill, Kendra received change worth $100-$70 =$<<100-70=30>>30
#### 30"
3503,John buys 20 bars of soap each weighing 1.5 pounds for $.5 per pound.  How much money did he spend on soap?,15,15,"He bought 20*1.5=<<20*1.5=30>>30 pounds of soap
That cost 30*.5=$<<30*.5=15>>15
#### 15"
1311,"Jake can wash his car with 1 bottle of car wash soap 4 times.  If each bottle costs $4.00, and he washes his car once a week for 20 weeks, how much does he spend on car soap?",20,20,"1 bottle of soap will last for 4 washes and he needs enough bottles for 20 weeks so 20/4 = <<20/4=5>>5 bottles
Each bottle cost $4.00 and he needs 5 bottles so he will spend $4*5 = $<<4*5=20.00>>20.00 on car soap
#### 20"
4036,"Marge had a winning lottery ticket for $12006 and wanted to spend some of it wisely before using on any fun things. She paid half of the lottery amount for the taxes on her winnings, then put a third of the leftover money towards her student loans. She put $1000 in savings and invested a fifth of that amount in the stock market. How many dollars does she have left for fun?",2802,2802,"Marge used half the $12006 for taxes, so she had 12006 / 2 = $<<12006/2=6003>>6003 left.
She used 1/3 of the leftover money on student loans, so she paid 6003 / 3 = $<<6003/3=2001>>2001.
After paying the student loans, she had 6003 - 2001 = $<<6003-2001=4002>>4002 left.
She put $1000 in savings, so she had 4002 - 1000 = $<<4002-1000=3002>>3002 left.
She invested 1000 / 5 = $<<1000/5=200>>200 in the stock market.
After investing, she had 3002 - 200 = $<<3002-200=2802>>2802 left for fun.
#### 2802"
935,"The Franzia wine is three times as old as the Carlo Rosi, while the Carlo  Rosi is four times older than the Twin Valley. Calculate the total age of the three brands of wine if the Carlo Rosi is 40 years old.",170,170,"If the Franzia wine brand is three times as old as the Carlo Rosi, then the Carlo Rosi is 3*40 = <<3*40=120>>120 years old.
The total number of years the Carlo Rosi and the Franzia wine brands have been around is 120+40 = <<120+40=160>>160 years
The Carlo Rosi is four times older than the Twin Valley wine brand, meaning the Twin valley wine brand is 40/4 = <<40/4=10>>10 years old.
Together, the three bands have a total of 10+160 = <<10+160=170>>170 years of existence.
#### 170"
2181,"Saturday at the ice cream shop, there were twice as many people who ordered vanilla ice cream as ordered chocolate ice cream.  If 220 people ordered ice cream on Saturday, and 20% of those ordered vanilla ice cream, how many people ordered chocolate ice cream?",22,22,"If 20% of 220 customers ordered vanilla, then there were 0.2*220=<<0.2*220=44>>44 customers who ordered vanilla.
If there were twice as many people who ordered vanilla as chocolate, then 44/2=<<44/2=22>>22 customers ordered chocolate.
#### 22"
3720,"Jane sews 2 dresses a day for 7 days. Then she sews 3 dresses a day for the next 2 days. In the end, she adds 2 ribbons to each dress. How many ribbons does Jane use in total?",40,40,"In 7 days, Jane sews 2 * 7 = <<2*7=14>>14 dresses
In the next 2 days, Jane sews 3 * 2 = <<3*2=6>>6 dresses
Jane sews a total of 14 + 6 = <<14+6=20>>20 dresses
Jane uses a total of 20 * 2 = <<20*2=40>>40 ribbons
#### 40"
4777,"Josh has 85 marbles. There are three times as many blue marbles as red while the rest are yellow. If there are 14 red marbles, how many yellow marbles are there?",29,29,"There are 14 x 3 = <<14*3=42>>42 blue marbles.
The total number of blue and red marbles is 42 + 14 = <<42+14=56>>56.
There are 85 - 56= <<85-56=29>>29 yellow marbles.
#### 29"
3426,"Fabian is shopping at a nearby supermarket. He wants to buy 5 kilograms of apples, 3 packs of sugar, and 500 grams of walnuts. One kilogram of apples costs $2, and one kilogram of walnuts costs $6. One pack of sugar is $1 cheaper than one kilogram of apples. How much Fabian needs to pay for the items he wants to buy?",16,16,"The apples cost Fabian 5 kg * $2/kg = $<<5*2=10>>10.
For the walnuts Fabian needs to pay 0.5 kg * $6 = $<<0.5*6=3>>3.
One pack of sugar costs $2 - $1 = $<<2-1=1>>1.
So Fabian will pay $1/pack * 3 = $<<1*3=3>>3 for sugar.
In total, Fabian needs to pay $10 + $3 + $3 = $<<10+3+3=16>>16.
#### 16"
1205,"Chris is trying to sell his car for $5200 and has gotten two price offers. One buyer offered to pay the full price if Chris would pay for the car maintenance inspection, which cost a tenth of Chris’s asking price. The other buyer agreed to pay the price if Chris replaced the headlights for $80 and the tires for three times as much. What is the difference between the amounts Chris will earn from the two offers?",200,200,"Chris would earn 5200 - 5200 / 10 = 5200 - 520 = $<<5200-5200/10=4680>>4680 from the first buyer.
He would earn 5200 - 80 - 80 * 3 = 5200 - 80 * 4 = 5200 - 320 = $<<5200-80-80*3=4880>>4880 from the second buyer.
The difference between Chris’s earnings would be 4880 - 4680 = $<<4880-4680=200>>200.
#### 200"
3589,Marina had 4.5 pounds of fudge. Lazlo had 6 ounces less than 4 pounds of fudge. How many more ounces of fudge did Marina have than Lazlo?,14,14,"Marina = 4.5 pounds = 72 ounces
Lazlo = 4 pounds - 6 ounces = 58 ounces
72 - 58 = <<72-58=14>>14 ounces
Marina had 14 more ounces of fudge than Lazlo.
#### 14"
4188,Tim takes his 3 children trick or treating.  They are out for 4 hours.  Each hour they visited 5 houses.  Each house gives 3 treats per kid.  How many treats do his children get in total?,180,180,"They visit 4*5=<<4*5=20>>20 houses
That means each child get 20*3=<<20*3=60>>60 treats
So in total they get 60*3=<<60*3=180>>180 treats
#### 180"
1231,"After shearing her 200 sheep, Azalea paid the shearer who had come to help her with the work $2000 for his job. Each of the sheared sheep produced 10 pounds of wool. If Ms. Azalea sold a pound of wool at $20, how much profit did she make from the produce of her sheep farm?",38000,38000,"Since there were 200 sheep, the amount of wool Azalea got after the shearing of the sheep is 200*10 = <<200*10=2000>>2000 pounds of wool.
If she sold one pound of wool at $20, the total amount of money she made from the sheep farm is 2000*$20 = $<<2000*20=40000>>40000
Her profit, which is $2000 less the amount of money she paid to the shearer, is $40000-$2000 = 38000
#### 38000"
1255,"Theo can eat 13 cookies, 3 times a day, 20 days each month. How many cookies can he eat in 3 months?",2340,2340,"The total amount of cookies he can eat in a day is 13 x 3 = <<13*3=39>>39.
The total amount of cookies he can eat in a month is 39 x 20 = <<39*20=780>>780.
Therefore, the total amount of cookies he can eat in 3 months is 780 x 3 = <<780*3=2340>>2340.
#### 2340"
2907,"Opal won $100.00 betting on a horse race.  She put half of her winnings into savings and bet the other half of her winnings.  This time, she made a 60% profit and again, put half of her earnings into savings.  How much did she put into her savings?",90,90,"She won $100.00 and put half into savings so she put 100/2 = $<<100/2=50.00>>50.00 into savings
She won $100.00 and put $50.00 into savings so that leaves 100-50 = $<<100-50=50.00>>50.00 to bet
She bet $50.00 and made a 60% profit so her profit was 50*.60 = $30.00
The total wins in the second bet are 30+50 = $<<30+50=80>>80
She put half of her $80.00 earnings into savings so that's 80/2 = $<<80/2=40.00>>40.00 into savings
She put $50.00 into saving from her 1st bet and $40.00 from her second so she has saved 50+40 = $<<50+40=90.00>>90.00
#### 90"
5464,"Bridgette has 2 dogs, 3 cats, and 4 birds. She gives the dogs a bath twice a month. She gives the cats a bath once a month. She gives the birds a bath once every 4 months. In a year, how many baths does she give?",96,96,"Each dog gets 24 baths a year because 2 x 12 = <<2*12=24>>24
Each cat gets 12 baths a year because 1 x 12 = <<1*12=12>>12
Each bird averages .25 baths per month because 1 / 4 = <<1/4=.25>>.25
Each bird gets 3 baths a year because .25 x 12 = <<.25*12=3>>3
She gives 48 dog baths because 2 x 24 = <<2*24=48>>48
She gives 72 cat baths because 3 x 12 = 36
She gives 12 bird baths a year because 4 x 3 = <<4*3=12>>12
She gives 132 baths a year because 48 + 36+ 12 = <<48+36+12=96>>96
#### 96"
1629,Jackie can do 5 push-ups in 10 seconds. How many push-ups can she do in one minute if she takes two 8-second breaks?,22,22,"There are 60 seconds per minute, so Jackie’s push-up routine takes 1 * 60 = <<60=60>>60 seconds.
Her breaks last 2 * 8 = <<2*8=16>>16 seconds.
She does push-ups for 60 - 16 = <<60-16=44>>44 seconds.
She can do a push-up in 10 / 5 = <<10/5=2>>2 seconds.
Therefore, Jackie can do 44 / 2 = <<44/2=22>>22 push-ups in one minute with breaks.
#### 22"
3546,"Vincent's bookstore is divided into different kinds of books. His top-selling books are fantasy books. He also sells literature books which cost half of the price of a fantasy book. If his fantasy books cost $4 each, and he sold five fantasy books and eight literature books per day, how much money will he earn after five days?",180,180,"Vincent earns $4 x 5= $<<4*5=20>>20 for selling 5 fantasy books per day.
The price of the literature book is $4/2 = $<<4/2=2>>2 each.
He earns $2 x 8= $<<2*8=16>>16 per day for selling 8 literature books.
So the total money he earns per day is $16 + $20= $<<16+20=36>>36.
Therefore, he will earn $36 x 5= $<<36*5=180>>180 after 5 days.
#### 180"
4809,"Galileo is currently renting a car that costs $20 per month. He is planning to buy a brand new car that costs $30 per month. If Galileo will have to pay for the new car for a year, how much will be the difference if he gets the brand new car instead of renting a car?",120,120,"Galileo pays $20 x 12 = $<<20*12=240>>240 for renting a car every year.
He will pay $30 x 12 = $<<30*12=360>>360 for the brand new car for a year.
Therefore the difference between a new car and a refurbished car is $360 - $240 = $<<360-240=120>>120.
#### 120"
3536,Uncle Bradley has a $1000 bill that he wants to change into smaller bills so he could give them to his nieces and nephews. He wants to change 3/10 of the money into $50 bills while the rest into $100 bills. How many pieces of bills will Uncle Bradley have in all?,13,13,"There will be $1000 x 3/10 = $<<1000*3/10=300>>300 worth of money that will be changed into $50 bills.
Uncle Bradley will have $300/$50 = <<300/50=6>>6 pieces of $50 bills.
He will change $1000 - $300 = $<<1000-300=700>>700 worth of money into $100 bills.
So there will be $700/$100 = <<700/100=7>>7 pieces of $100 bills.
Thus, there will be a total of 6 + 7 = <<6+7=13>>13 pieces of $50 and $100 bills in all.
#### 13"
5003,"There are 141 gold balloons and twice as many silver balloons. If the gold and silver balloons were added to 150 black balloons, how many balloons are there in total?",573,573,"Gold = <<141=141>>141
Silver = 141 * 2 = <<141*2=282>>282
141 + 282 + 150 = <<141+282+150=573>>573
There are 573 gold, silver, and black balloons in total.
#### 573"
4857,"The cash price of a refrigerator was $8000. Samantha wanted to buy the refrigerator but pay in installments. If she paid a deposit of $3000 and paid 30 equal monthly installments of $300 each, calculate how much money she would have saved by paying cash.",4000,4000,"When Samantha paid $300 in 30 equal monthly installments, she paid a total of $<<300*30=9000>>9000
Since the higher purchase is a deposit plus the total monthly installments, Samatha paid $3000+$9000=$<<3000+9000=12000>>12000 for the refrigerator on higher purchase.
If she would have bought the refrigerator on the cash prize, Samantha would have paid $12000- to $8000= $<<12000-8000=4000>>4000 less.
#### 4000"
3054,"On Thursday the Meat Market sold 210kg of ground beef. On Friday they sold twice that amount. On Saturday they only sold 130kg. On Sunday they sold half of what they sold Saturday. If they originally planned to sell only 500kg, how much meat did they sell beyond their original plans?",325,325,"On Friday they sold 210 × 2 = <<210*2=420>>420kg.
On Sunday they sold 130 ÷ 2 = <<130/2=65>>65kg.
They sold a total of 210 + 420 + 130 + 65 = <<210+420+130+65=825>>825kg of meat.
Meat Market sold an extra 825 - 500 = <<825-500=325>>325kg of meat beyond their original 500kg plans.
#### 325"
1954,"A school choir needs robes for each of its 30 singers. Currently, the school has only 12 robes so they decided to buy the rest. If each robe costs $2, how much will the school spend?",36,36,"The school needs to buy 30 - 12 = <<30-12=18>>18 robes.
So the school will spend 18 x $2 = $<<18*2=36>>36.
#### 36"
5306,There are 45 children in a classroom. One-third of them are girls. How many boys are in the classroom?,30,30,"One-third of all the kids are girls, which means 1/3 * 45 = <<1/3*45=15>>15 children.
So there are 45 - 15 = <<45-15=30>>30 boys in the classroom.
#### 30"
4031,"A person borrowed an amount of money for a year at an interest rate of 12%. If the total interest is $1500, what was the original borrowed amount?",12500,12500,"Let X be the price of the borrowed amount.
The interest is X*.12 = $1500.
So the borrowed amount is X = $1500/.12 = $<<1500/.12=12500>>12500.
#### 12500"
93,"Valerie needs to put stamps on the envelopes she is about to mail. She has thank you cards for each of her grandmother, uncle and aunt for the birthday presents they sent. She also has to pay the water bill and the electric bill separately. She wants to send three more mail-in rebates than she does bills and she has twice as many job applications as rebates to mail. How many stamps does she need if everything needs 1 stamp except the electric bill, which needs 2?",21,21,"Valerie has to send a thank you card to each of 3 people, so she has 3 * 1 = <<3*1=3>>3 thank you cards to mail.
She has 2 bills to mail.
She has 3 more rebates than bills, so 3 + 2 = <<3+2=5>>5 mail-in rebates to mail.
She has twice as many job applications as rebates, so she has 2 * 5 = <<2*5=10>>10 applications to mail.
She has 3 + 2 + 5 + 10 = <<3+2+5+10=20>>20 pieces of mail to send.
The electric bill needs an extra stamp, so she needs 20 + 1 = <<20+1=21>>21 stamps.
#### 21"
1698,"Miles is a musician.  He owns three fewer trumpets than he has fingers, and two more guitars than he has hands.  He also owns two more trombones than he has heads, and one fewer French horn than he has guitars.  What is the total number of musical instruments that Miles owns?",17,17,"Three fewer trumpets than Miles has fingers is 10-3=<<10-3=7>>7 trumpets.
Two more guitars than he has hands is 2+2=<<2+2=4>>4 guitars.
Two more trombones than he has heads is 2+1=<<2+1=3>>3 trombones.
And one fewer French horn than he has guitars is 4-1=<<4-1=3>>3 French horns.
Altogether, Miles owns 7+4+3+3=<<7+4+3+3=17>>17 musical instruments.
#### 17"
3964,John trains for ultramarathons.  He starts only able to run 8 hours straight but eventually increases that by 75%.  He also increases his speed of 8 mph by 4 mph.  How far can he run now?,168,168,"He increases the time he can run by 8*.75=<<8*.75=6>>6 hours
So he can now run 8+6=<<8+6=14>>14 hours
His speed is now 8+4=<<8+4=12>>12 mph
So he can run 14*12=<<14*12=168>>168 miles
#### 168"
3826,"Danny helps his friends carpool to work. He has to drive 8 miles to the first friend's house, half that distance to the second friend's house, then 3 times the total distance driven so far to get to work. How many miles does Danny drive between the second friend's house and work?",36,36,"First find the distance to the second friend's house by halving the distance to the first friend's house: 8 miles / 2 = <<8/2=4>>4 miles
Then add that amount to the distance to the first friend's house: 4 miles + 8 miles = <<4+8=12>>12 miles
Then triple that number to find the distance from the second friend's house to work: 12 miles * 3 = <<12*3=36>>36 miles
#### 36"
2512,It takes 40 minutes to freeze ice cubes and 3 minutes per smoothie to turn them into smoothies once they're frozen. How long does it take to make 5 smoothies?,55,55,"First find the total time spend making the smoothies: 5 smoothies * 3 minutes/smoothie = <<5*3=15>>15 minutes
Then add that amount of time to the time freezing the ice cubes to find the total time spent: 15 minutes + 40 minutes = <<15+40=55>>55 minutes
#### 55"
3064,"A jar of jellybeans has 14 blue jellybeans, 26 purple jellybeans and 40 orange jellybeans. If there are 200 jellybeans in the jar, how many are there of the red color?",120,120,"Total of blue, purple, and orange jellybeans is 14+26+40 = <<14+26+40=80>>80
There are 200-80 = <<200-80=120>>120 red jellybeans
#### 120"
2307,A shoe company sells $4000 worth of shoes every month. If they want to make $60000 in an entire year how many more dollars per month should they make selling shoes?,1000,1000,"The amount of money they currently make in a year is 12 * 4000 = $<<12*4000=48000>>48000.
The additional amount they need to make is $60000 - $48000= $<<60000-48000=12000>>12000 per year.
So, they should make $12000 / 12 = $<<12000/12=1000>>1000 more every month.
#### 1000"
4564,"Bob is building a vegetable garden. It is 220 feet long by 120 feet wide. Half of the garden is going to be tilled land. A third of the rest of it will have trellises for vining plants, and the rest will be devoted to raised beds. How big will the raised bed section of the garden be?",8800,8800,"The garden is 220 * 120 = <<220*120=26400>>26,400 square feet.
The tilled land will take up half the area, and the trellises and raised beds will be the other half. Each half is 26,400 / 2 = <<26400/2=13200>>13,200 square feet.
The trellises will take up 1/3 of the remaining land, so the raised beds will take 1 - 1/3 = 2/3 of the remaining land.
So the total area of the raised bed area will be 13,200 square feet * (2 / 3) = <<13200*(2/3)=8800>>8,800 square feet.
#### 8800"
3230,"Andrew eats 14 donuts on Monday, and half as many on Tuesday. On Wednesday Andrew eats 4 times as many as he did on Monday.  How many donuts did Andrew eat total in the three days?",49,49,"Monday:14
Tuesday:14/2=7
Wednesday:4(7)=28
Total:14+7+28=<<14+7+28=49>>49 donuts
#### 49"
2451,"Nicole has three older sisters. After each one outgrows their clothes, they give them to Nicole. They have all outgrown their clothes and have given them all to Nicole. Nicole started with 10 pieces of clothing. Her first older sister had half as many clothes as Nicole. The next oldest sister had 2 more pieces of clothing than Nicole. The oldest had the average of what her three younger sisters had. How many pieces of clothing does Nicole end up with?",36,36,"The first sister has 5 pieces of clothing because 10 / 2 = <<10/2=5>>5
The next sister had 12 pieces of clothing because 10 + 2 = <<10+2=12>>12
The three youngest sisters combined have 27 pieces because 10 + 5 + 12 = <<10+5+12=27>>27
The oldest has 9 pieces because 27 / 3 = <<27/3=9>>9
Nicole ends up with 36 pieces of clothing because 10 + 5 + 12 + 9 = <<10+5+12+9=36>>36
#### 36"
4849,"A bag of chips weighs 20 ounces, and a tin of cookies weighs 9 ounces. If Jasmine buys 6 bags of chips and 4 times as many tins of cookies, how many pounds does she have to carry?",21,21,"Jasmine’s bags of chips weigh 20*6 = <<20*6=120>>120 ounces.
Jasmine buys 6*4 = <<6*4=24>>24 tins of cookies.
Jasmine’s tins of cookies weigh 9*24 = <<9*24=216>>216 ounces.
She has to carry 120+216=<<120+216=336>>336 ounces.
She has to carry 336/16=<<336/16=21>>21 pounds.
#### 21"
2758,"Emma can run all-around two arenas in 20 hours. If it takes Fernando twice as long to run his course, what's the total time it takes both of them to run all around the two arenas?",60,60,"If it takes Emma 20 hours to run all around the two arenas, it takes Fernando 2*20 = <<20*2=40>>40 hours to run the same distance.
Together, they take a total of 40+20 = <<40+20=60>>60 hours to run all around the arenas.
#### 60"
5532,"Luke started working on a 1000-piece jigsaw puzzle. The first day he worked on it, he put together 10% of the pieces. On the second day, he put together another 20% of the remaining pieces from the first day. On the third day, he put together 30% of the remaining pieces from the previous day. How many pieces does he have left to complete after the third day?",504,504,"Luke started putting together, 1000 x 0.1 = <<1000*0.1=100>>100 pieces.
The next day, there were 1000-100 = <<1000-100=900>>900 pieces left.
Then he put together 900 * 0.2 = <<900*0.2=180>>180 pieces on the second day.
So there were 900 - 180 = <<900-180=720>>720 pieces left.
On the third day, he put together 720 * 0.3 = <<720*0.3=216>>216 pieces.
Therefore, Luke still has 720 - 216 = <<720-216=504>>504 pieces left to complete the puzzle.
#### 504"
5176,"Danielle wants to make her own popsicles. She finds out she needs popsicle sticks, molds, and juice. She has $10 for supplies. She buys one set of molds for $3 and a pack of 100 popsicle sticks for $1. Each bottle of juice makes 20 popsicles and costs $2. How many popsicle sticks will she be left with if she makes as many as she can?",40,40,"She has $6 left after buying initial supplies because 10 - 3 -1 = <<10-3-1=6>>6.
She can buy 3 bottles of juice because 6 / 2 = <<6/2=3>>3.
She can make 60 popsicles because 20 x 3 = <<20*3=60>>60
She has 40 sticks left because 100 -6 60 = 40
#### 40"
3741,"There was some money in the cookie jar. Doris spent $6 from the cookie jar. Martha spent half as much as Doris. If there were $15 left in the cookie jar, how much money, in dollars, was there in the cookie jar at first?",24,24,"Martha spent 6/2=<<6/2=3>>3 dollars.
Martha and Doris spent 6+3=<<6+3=9>>9 dollars.
There were 15+9=<<15+9=24>>24 dollars in the cookie jar at first.
#### 24"
3990,There are 21 cherry tomatoes on the tomato plant.  2 birds eat one-third of the tomatoes.  How many are still left on the tomato plant?,14,14,"The birds eat this many tomatoes: 21 / 3 = <<21/3=7>>7 tomatoes.
There are this many tomatoes left on the plant: 21 - 7 = <<21-7=14>>14 tomatoes.
#### 14"
39,Caleb bought 10 cartons of ice cream and 4 cartons of frozen yoghurt. Each carton of ice cream cost $4 and each carton of frozen yoghurt cost $1. How much more did Caleb spend on ice cream than on frozen yoghurt?,36,36,"The cost of the ice cream is 10 × $4 = $<<10*4=40>>40.
The cost of the frozen yoghurt is 4 × $1 = $<<4*1=4>>4.
Caleb spent $40 − $4 = $36 more on ice cream than on frozen yogurt.
#### 36"
3222,"Lidia has a collection of books. Her collection is four times bigger than the collection which her friend Susan has. In total Susan and Lidia, both have 3000 books. How many books does Susan have in her collection?",600,600,"Let x be the number of books in Susan's collection.
The collection of both Susan and Lidia would then be 4*x + x = 3000.
5*x = 3000
x = <<600=600>>600
#### 600"
4458,"Every day in a week, Siena bookmarks 30 website pages from the research she does on her browser. If Siena has 400 bookmarked pages on her bookmarks library now, how many pages will she have in her bookmarks library at the end of March?",1330,1330,"Since Siena bookmarks 30 website pages from the research she does on her browser every day, at the end of March, with 31 days, she would have bookmarked 30*31 = <<30*31=930>>930 pages.
If Siena already has 400 bookmarked pages in her bookmarks library now, she will have 930+400 = <<400+930=1330>>1330 pages in her bookmarks library at the end of March.
#### 1330"
